timestamp,title,summary,link,source
2025-05-25T22:34:16.383228,"Trump calls Putin 'crazy' after largest Russian attack on UkraineIn a rare rebuke, the US president says he is ""not happy"" with his Russian counterpart over the latest attacks.16 mins agoWorld","Trump calls Putin 'crazy' after largest Russian attack on UkraineIn a rare rebuke, the US president says he is ""not happy"" with his Russian counterpar...",https://www.bbc.com/news/articles/c4g2wz74jdzo,bbc
2025-05-25T22:34:16.405563,"Thousands remember George Floyd on fifth anniversary of deathAs the cities where Floyd grew up and died hold commemorations,  the US ""reckoning"" with racism seems to be fading.1 hr agoUS & Canada","Thousands remember George Floyd on fifth anniversary of deathAs the cities where Floyd grew up and died hold commemorations,  the US ""reckoning"" with ...",https://www.bbc.com/news/articles/cgmjzyp0kwzo,bbc
2025-05-25T22:34:16.405563,Young US men are joining Russian churches promising 'absurd levels of manliness'A religion with traditions dating back centuries is attracting young American men.1 day agoUS & Canada,Young US men are joining Russian churches promising 'absurd levels of manliness'A religion with traditions dating back centuries is attracting young A...,https://www.bbc.com/news/articles/c30q5l8d4lro,bbc
2025-05-25T22:34:16.406288,'It's not fair': Other refugees in limbo as US welcomes white South AfricansRefugees from other nations ask why the White House has made an exception for white South Africans.1 day agoWorld,'It's not fair': Other refugees in limbo as US welcomes white South AfricansRefugees from other nations ask why the White House has made an exception ...,https://www.bbc.com/news/articles/czellw10ejdo,bbc
2025-05-25T22:34:16.406288,King travels to support Canada as it fends off TrumpThe King and Queen will be arriving in Canada on Monday for a visit seen as a symbol of support.2 hrs agoUS & Canada,King travels to support Canada as it fends off TrumpThe King and Queen will be arriving in Canada on Monday for a visit seen as a symbol of support.2 ...,https://www.bbc.com/news/articles/cgkdnmm8k2no,bbc
2025-05-25T22:34:16.406288,"Thousands remember George Floyd on fifth anniversary of deathAs the cities where Floyd grew up and died hold commemorations,  the US ""reckoning"" with racism seems to be fading.1 hr agoUS & Canada","Thousands remember George Floyd on fifth anniversary of deathAs the cities where Floyd grew up and died hold commemorations,  the US ""reckoning"" with ...",https://www.bbc.com/news/articles/cgmjzyp0kwzo,bbc
2025-05-25T22:34:16.406288,"'Situation is dire' - BBC returns to Gaza baby left hungry by Israeli blockadeMalnourished five-month-old baby Siwar is now out of hospital in Gaza - but as we found, she and her family are struggling.5 hrs agoMiddle East",'Situation is dire' - BBC returns to Gaza baby left hungry by Israeli blockadeMalnourished five-month-old baby Siwar is now out of hospital in Gaza - ...,https://www.bbc.com/news/articles/c5y2kd1nkleo,bbc
2025-05-25T22:34:16.406288,"Trump agrees to extend EU trade talks after 50% tariff threatTrump said he granted the request to extend the 1 June deadline after a ""very nice call"" with EU chief Ursula von der Leyen.3 hrs agoWorld","Trump agrees to extend EU trade talks after 50% tariff threatTrump said he granted the request to extend the 1 June deadline after a ""very nice call"" ...",https://www.bbc.com/news/articles/cdd2mz719yvo,bbc
2025-05-25T22:34:16.406288,"'We didn't see it as treason': The Russian couple who became informants for UkraineA Russian couple living in Ukraine were so appalled by the invasion, they shared information about Russian forces in their town with Kyiv.3 hrs agoEurope",'We didn't see it as treason': The Russian couple who became informants for UkraineA Russian couple living in Ukraine were so appalled by the invasion...,https://www.bbc.com/news/articles/clyqq18evyko,bbc
2025-05-25T22:34:16.406288,Young US men are joining Russian churches promising 'absurd levels of manliness'A religion with traditions dating back centuries is attracting young American men.1 day agoUS & Canada,Young US men are joining Russian churches promising 'absurd levels of manliness'A religion with traditions dating back centuries is attracting young A...,https://www.bbc.com/news/articles/c30q5l8d4lro,bbc
